# HB Z M OV QHEL tau_He tau_H fname
0 0.0005 0.950 0.00 0.515 9.886e+05 6.309e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M.95.PMS
1 0.0005 0.950 0.40 0.515 8.863e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M.95.PMS.HB
0 0.0005 1.000 0.00 0.488 1.012e+06 5.267e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.00.PMS
1 0.0005 1.000 0.40 0.488 8.911e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.00.PMS.HB
0 0.0005 1.050 0.07 0.464 1.01e+06 4.435e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.05.PMS
1 0.0005 1.050 0.40 0.464 8.897e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.05.PMS.HB
0 0.0005 1.100 0.13 0.442 1.013e+06 3.782e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.10.PMS
1 0.0005 1.100 0.40 0.442 8.848e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.10.PMS.HB
0 0.0005 1.150 0.20 0.423 1.042e+06 3.269e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.15.PMS
1 0.0005 1.150 0.40 0.423 8.754e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.15.PMS.HB
0 0.0005 1.200 0.27 0.405 1.012e+06 2.843e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.20.PMS
1 0.0005 1.200 0.40 0.405 8.72e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.20.PMS.HB
0 0.0005 1.250 0.33 0.389 1.037e+06 2.538e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.25.PMS
1 0.0005 1.250 0.40 0.389 8.621e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.25.PMS.HB
0 0.0005 1.300 0.40 0.373 1.042e+06 2.318e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.30.PMS
1 0.0005 1.300 0.40 0.373 8.598e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.30.PMS.HB
0 0.0005 1.350 0.40 0.358 1.066e+06 2.07e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.35.PMS
1 0.0005 1.350 0.40 0.358 8.551e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.35.PMS.HB
0 0.0005 1.400 0.40 0.344 1.083e+06 1.859e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.40.PMS
1 0.0005 1.400 0.40 0.344 8.526e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.40.PMS.HB
0 0.0005 1.450 0.40 0.331 1.125e+06 1.678e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.45.PMS
1 0.0005 1.450 0.40 0.331 8.599e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.45.PMS.HB
0 0.0005 1.500 0.40 0.318 1.163e+06 1.521e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.50.PMS
1 0.0005 1.500 0.40 0.318 8.624e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.50.PMS.HB
0 0.0005 1.550 0.40 0.304 1.218e+06 1.385e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.55.PMS
1 0.0005 1.550 0.40 0.304 8.736e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.55.PMS.HB
0 0.0005 1.600 0.40 0.290 1.331e+06 1.266e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.60.PMS
1 0.0005 1.600 0.40 0.290 8.981e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.60.PMS.HB
0 0.0005 1.650 0.40 0.273 1.508e+06 1.162e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.65.PMS
1 0.0005 1.650 0.40 0.273 9.587e+07 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.65.PMS.HB
0 0.0005 1.700 0.40 0.251 2.268e+06 1.07e+09 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.70.PMS
1 0.0005 1.700 0.40 0.251 1.09e+08 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.70.PMS.HB
0 0.0005 1.750 0.40 0.317 1.688e+08 9.886e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.75.PMS
1 0.0005 1.750 0.40 0.244 1.066e+08 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.75.PMS.HB
0 0.0005 1.800 0.40 0.313 1.728e+08 9.15e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.80.PMS
1 0.0005 1.800 0.40 0.237 1.045e+08 0 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.80.PMS.HB
0 0.0005 1.850 0.40 0.307 1.625e+08 8.496e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.85.PMS
0 0.0005 1.900 0.40 0.304 1.526e+08 7.911e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.90.PMS
0 0.0005 1.950 0.40 0.302 1.406e+08 7.386e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M1.95.PMS
0 0.0005 10.000 0.40 0.308 2.208e+06 2.339e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M10.0.PMS
0 0.0005 11.000 0.40 0.306 1.864e+06 2.013e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M11.0.PMS
0 0.0005 12.000 0.40 0.324 1.388e+06 1.76e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M12.0.PMS
0 0.0005 14.000 0.40 0.336 1.46e+06 1.416e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M14.0.PMS
0 0.0005 16.000 0.40 0.343 1.009e+06 1.19e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M16.0.PMS
0 0.0005 18.000 0.40 0.345 8.046e+05 1.032e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M18.0.PMS
0 0.0005 2.000 0.40 0.302 1.307e+08 6.921e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.00.PMS
0 0.0005 2.050 0.40 0.301 1.206e+08 6.384e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.05.PMS
0 0.0005 2.100 0.40 0.298 1.106e+08 5.998e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.10.PMS
0 0.0005 2.150 0.40 0.297 1.027e+08 5.646e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.15.PMS
0 0.0005 2.200 0.40 0.296 9.525e+07 5.325e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.20.PMS
0 0.0005 2.250 0.40 0.294 8.77e+07 5.033e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.25.PMS
0 0.0005 2.300 0.40 0.293 8.196e+07 4.762e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.30.PMS
0 0.0005 2.350 0.40 0.292 7.608e+07 4.519e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.35.PMS
0 0.0005 2.400 0.40 0.292 7.142e+07 4.286e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.40.PMS
0 0.0005 2.600 0.40 0.287 5.558e+07 3.52e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.60.PMS
0 0.0005 2.800 0.40 0.277 4.474e+07 2.956e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M2.80.PMS
0 0.0005 20.000 0.40 0.360 7.011e+05 9.171e+06 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M20.0.PMS
0 0.0005 3.000 0.40 0.262 3.648e+07 2.516e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M3.00.PMS
0 0.0005 3.200 0.40 0.249 3.027e+07 2.169e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M3.20.PMS
0 0.0005 3.400 0.40 0.238 2.569e+07 1.893e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M3.40.PMS
0 0.0005 3.600 0.40 0.228 2.182e+07 1.67e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M3.60.PMS
0 0.0005 3.800 0.40 0.219 1.874e+07 1.484e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M3.80.PMS
0 0.0005 4.000 0.40 0.212 1.629e+07 1.327e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M4.00.PMS
0 0.0005 4.200 0.40 0.205 1.428e+07 1.195e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M4.20.PMS
0 0.0005 4.400 0.40 0.200 1.269e+07 1.083e+08 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M4.40.PMS
0 0.0005 4.600 0.40 0.196 1.128e+07 9.883e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M4.60.PMS
0 0.0005 4.800 0.40 0.192 1.012e+07 9.055e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M4.80.PMS
0 0.0005 5.000 0.40 0.190 9.12e+06 8.318e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M5.00.PMS
0 0.0005 5.200 0.40 0.184 8.134e+06 7.681e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M5.20.PMS
0 0.0005 5.400 0.40 0.182 7.421e+06 7.119e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M5.40.PMS
0 0.0005 5.600 0.40 0.180 6.696e+06 6.624e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M5.60.PMS
0 0.0005 5.800 0.40 0.185 6.143e+06 6.184e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M5.80.PMS
0 0.0005 6.000 0.40 0.205 5.706e+06 5.802e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M6.00.PMS
0 0.0005 6.200 0.40 0.260 5.273e+06 5.444e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M6.20.PMS
0 0.0005 6.400 0.40 0.284 4.894e+06 5.123e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M6.40.PMS
0 0.0005 7.000 0.40 0.292 3.924e+06 4.315e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M7.00.PMS
0 0.0005 8.000 0.40 0.307 3.738e+06 3.396e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M8.00.PMS
0 0.0005 9.000 0.40 0.312 2.843e+06 2.779e+07 OV0.4_Z0.0005_Y0.249/Z0.0005Y0.249OUTA1.74_F7_M9.00.PMS
0 0.001 0.100 0.00 0.000 0 3.001e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.10.PMS
0 0.001 0.120 0.00 0.000 0 3.012e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.12.PMS
0 0.001 0.140 0.00 0.000 0 3.018e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.14.PMS
0 0.001 0.160 0.00 0.000 0 3.004e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.16.PMS
0 0.001 0.200 0.00 0.000 0 2.974e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.20.PMS
0 0.001 0.250 0.00 0.000 0 3.002e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.25.PMS
0 0.001 0.300 0.00 0.000 0 2.999e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.30.PMS
0 0.001 0.350 0.00 0.000 0 2.986e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.35.PMS
0 0.001 0.400 0.00 0.000 0 3.009e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.40.PMS
0 0.001 0.450 0.00 0.000 0 3.013e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.45.PMS
1 0.001 0.492 0.40 0.996 1.234e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.492.PMS.HB
1 0.001 0.493 0.40 0.994 1.236e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.493.PMS.HB
1 0.001 0.494 0.40 0.992 1.26e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.494.PMS.HB
1 0.001 0.495 0.40 0.990 1.223e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.495.PMS.HB
0 0.001 0.500 0.00 0.000 0 3.012e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.50.PMS
1 0.001 0.500 0.40 0.980 1.194e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.500.PMS.HB
1 0.001 0.505 0.40 0.970 1.165e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.505.PMS.HB
1 0.001 0.510 0.40 0.961 1.132e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.510.PMS.HB
1 0.001 0.515 0.40 0.951 1.098e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.515.PMS.HB
1 0.001 0.520 0.40 0.942 1.077e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.520.PMS.HB
1 0.001 0.525 0.40 0.933 1.054e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.525.PMS.HB
1 0.001 0.530 0.40 0.924 1.029e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.530.PMS.HB
1 0.001 0.540 0.40 0.907 1.101e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.540.PMS.HB
0 0.001 0.550 0.00 0.000 0 3.007e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.55.PMS
1 0.001 0.550 0.40 0.891 1.087e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.550.PMS.HB
1 0.001 0.560 0.40 0.875 1.077e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.560.PMS.HB
1 0.001 0.570 0.40 0.859 1.063e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.570.PMS.HB
1 0.001 0.580 0.40 0.845 1.047e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.580.PMS.HB
1 0.001 0.590 0.40 0.830 1.044e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.590.PMS.HB
0 0.001 0.600 0.00 0.000 0 3.01e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.60.PMS
1 0.001 0.600 0.40 0.816 1.029e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.60.PMS.HB
1 0.001 0.620 0.40 0.790 1.021e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.62.PMS.HB
1 0.001 0.640 0.40 0.766 1.003e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.64.PMS.HB
0 0.001 0.650 0.00 0.761 9.004e+05 2.484e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.65.PMS
1 0.001 0.660 0.40 0.742 9.926e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.66.PMS.HB
1 0.001 0.680 0.40 0.720 9.785e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.68.PMS.HB
0 0.001 0.700 0.00 0.704 8.997e+05 1.921e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.70.PMS
1 0.001 0.700 0.40 0.700 9.793e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.70.PMS.HB
1 0.001 0.720 0.40 0.680 9.662e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.72.PMS.HB
0 0.001 0.750 0.00 0.655 9.191e+05 1.507e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.75.PMS
1 0.001 0.750 0.40 0.653 9.525e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.75.PMS.HB
1 0.001 0.760 0.40 0.644 9.454e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.76.PMS.HB
1 0.001 0.780 0.40 0.628 9.448e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.78.PMS.HB
0 0.001 0.800 0.00 0.612 9.201e+05 1.204e+10 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.80.PMS
1 0.001 0.800 0.40 0.612 9.371e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.80.PMS.HB
0 0.001 0.850 0.00 0.575 9.179e+05 9.701e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.85.PMS
1 0.001 0.850 0.40 0.575 9.336e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.85.PMS.HB
0 0.001 0.900 0.00 0.542 9.27e+05 7.908e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.90.PMS
1 0.001 0.900 0.40 0.542 9.254e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.90.PMS.HB
0 0.001 0.950 0.00 0.512 9.17e+05 6.521e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.95.PMS
1 0.001 0.950 0.40 0.512 9.344e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.95.PMS.HB
0 0.001 1.000 0.00 0.486 9.126e+05 5.462e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.00.PMS
1 0.001 1.000 0.40 0.486 9.156e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.00.PMS.HB
0 0.001 1.050 0.07 0.462 9.248e+05 4.581e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.05.PMS
1 0.001 1.050 0.40 0.462 9.26e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.05.PMS.HB
0 0.001 1.100 0.13 0.440 9.376e+05 3.898e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.10.PMS
1 0.001 1.100 0.40 0.440 9.092e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.10.PMS.HB
0 0.001 1.150 0.20 0.421 9.401e+05 3.342e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.15.PMS
1 0.001 1.150 0.40 0.421 9.133e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.15.PMS.HB
0 0.001 1.200 0.27 0.403 9.177e+05 2.926e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.20.PMS
1 0.001 1.200 0.40 0.403 9.129e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.20.PMS.HB
0 0.001 1.250 0.33 0.387 9.384e+05 2.635e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.25.PMS
1 0.001 1.250 0.40 0.387 9.059e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.25.PMS.HB
0 0.001 1.300 0.40 0.372 9.416e+05 2.417e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.30.PMS
1 0.001 1.300 0.40 0.372 8.953e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.30.PMS.HB
0 0.001 1.350 0.40 0.357 9.38e+05 2.157e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.35.PMS
1 0.001 1.350 0.40 0.357 8.997e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.35.PMS.HB
0 0.001 1.400 0.40 0.343 9.573e+05 1.938e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.40.PMS
1 0.001 1.400 0.40 0.343 9.02e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.40.PMS.HB
0 0.001 1.450 0.40 0.330 1.005e+06 1.75e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.45.PMS
1 0.001 1.450 0.40 0.329 9.109e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.45.PMS.HB
0 0.001 1.500 0.40 0.316 1.055e+06 1.588e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.50.PMS
1 0.001 1.500 0.40 0.316 9.137e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.50.PMS.HB
0 0.001 1.550 0.40 0.302 1.135e+06 1.448e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.55.PMS
1 0.001 1.550 0.40 0.302 9.473e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.55.PMS.HB
0 0.001 1.600 0.40 0.289 1.183e+06 1.323e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.60.PMS
1 0.001 1.600 0.40 0.289 9.682e+07 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.60.PMS.HB
0 0.001 1.650 0.40 0.272 1.308e+06 1.216e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.65.PMS
1 0.001 1.650 0.40 0.272 1.043e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.65.PMS.HB
0 0.001 1.700 0.40 0.254 1.637e+06 1.119e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.70.PMS
1 0.001 1.700 0.40 0.254 1.139e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.70.PMS.HB
0 0.001 1.750 0.40 0.299 1.974e+08 1.033e+09 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.75.PMS
1 0.001 1.750 0.40 0.243 1.161e+08 0 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.75.PMS.HB
0 0.001 1.800 0.40 0.293 1.919e+08 9.575e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.80.PMS
0 0.001 1.850 0.40 0.293 1.846e+08 8.899e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.85.PMS
0 0.001 1.900 0.40 0.292 1.719e+08 8.289e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.90.PMS
0 0.001 1.950 0.40 0.294 1.598e+08 7.731e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.95.PMS
0 0.001 10.000 0.40 0.313 2.279e+06 2.354e+07 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M10.0.PMS
0 0.001 11.000 0.40 0.310 1.906e+06 2.021e+07 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M11.0.PMS
0 0.001 14.000 0.40 0.340 1.469e+06 1.419e+07 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M14.0.PMS
0 0.001 16.000 0.40 0.346 1.03e+06 1.192e+07 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M16.0.PMS
0 0.001 18.000 0.40 0.347 8.116e+05 1.033e+07 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M18.0.PMS
0 0.001 2.000 0.40 0.292 1.469e+08 7.251e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.00.PMS
0 0.001 2.050 0.40 0.291 1.354e+08 6.677e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.05.PMS
0 0.001 2.100 0.40 0.290 1.249e+08 6.273e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.10.PMS
0 0.001 2.150 0.40 0.286 1.148e+08 5.904e+08 OV0.4_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.15.PMS
